split_source,source_row_id,review_text,review_text_clean
train,1104,terrible this used to be a really good magazine. Hopefully they get it together like the days  old otherwise they're just going to be replaced.,terrible this used to be a really good magazine. Hopefully they get it together like the days old otherwise they're just going to be replaced.
train,1105,Love my WW magazine.  I get so much inspiration from the real people and love the recipes and food ideas to help me stay on track.,Love my WW magazine. I get so much inspiration from the real people and love the recipes and food ideas to help me stay on track.
train,1107,"We did not receive this yet, it has been weeks...  I hope it comes soon so we can enjoy manifesting new travels.","We did not receive this yet, it has been weeks... I hope it comes soon so we can enjoy manifesting new travels."
train,1108,"National Geographic is a terrific resource.  The stories are important, timely and well researched.  The pictures are memorable.","National Geographic is a terrific resource. The stories are important, timely and well researched. The pictures are memorable."
train,1111,It takes much longer for digital issues to come out.  Will not continue my subscription once its done.  There really isn't an excuse for it.,It takes much longer for digital issues to come out. Will not continue my subscription once its done. There really isn't an excuse for it.
train,1113,"I only gave it a one star because I can't give it no stars.
How can I review a product I haven't received yet?",I only gave it a one star because I can't give it no stars. How can I review a product I haven't received yet?
train,1114,"Ordered this magazine as a Christmas gift.  Mid February, he's yet to receive his first issue!","Ordered this magazine as a Christmas gift. Mid February, he's yet to receive his first issue!"
train,1117,I was quoted a price of $5.00 and was charged $12.95 for this Travel & Leisure subscription.  I tried to correct it but just finally gave up.,I was quoted a price of $5.00 and was charged $12.95 for this Travel & Leisure subscription. I tried to correct it but just finally gave up.
train,1118,"This is one of the worse magazines I have picked up in years.  If you have ""money to burn"" traveling, then it might be for you.  Loaded with advertising and little 'true' content.","This is one of the worse magazines I have picked up in years. If you have ""money to burn"" traveling, then it might be for you. Loaded with advertising and little 'true' content."
train,1122,"You can order it directly from National Geographic for $15, but that is just the magazine not the online stuff.
I'd recommend avoiding the middleman.","You can order it directly from National Geographic for $15, but that is just the magazine not the online stuff. I'd recommend avoiding the middleman."
train,1123,"What's not to like?  It is National Geographic.  Beautiful photography & interesting articles from around the world.  Great deal, subscribe.","What's not to like? It is National Geographic. Beautiful photography & interesting articles from around the world. Great deal, subscribe."
train,1125,I look forward to every issue. The projects are top notch.  I have subscribed to several woodworking magazines.  Popular Woodworking is one of the best.,I look forward to every issue. The projects are top notch. I have subscribed to several woodworking magazines. Popular Woodworking is one of the best.
train,1127,i orderes this book back in feb and still have not got it yet  it just takes to long to get books from  you all,i orderes this book back in feb and still have not got it yet it just takes to long to get books from you all
train,1128,"I did not ask for auto renewal, I asked to have it stopped and still don't know if I have received a refund. In fact I did not receive the original
subscription!","I did not ask for auto renewal, I asked to have it stopped and still don't know if I have received a refund. In fact I did not receive the original subscription!"
train,1132,"I diidn't enjoy  this at all. There were way too many ads, and  it was difficult finding anything. I  can't recommend  this","I diidn't enjoy this at all. There were way too many ads, and it was difficult finding anything. I can't recommend this"
train,1135,Wanted to cancel but was charged another year.  Hadn't even gotten next edition but still charged me.  Done with auto-renewals on this site.,Wanted to cancel but was charged another year. Hadn't even gotten next edition but still charged me. Done with auto-renewals on this site.
train,1136,This is a wonderful magazine for Women over 40 years old.  Great beauty tips and other info for our age group.,This is a wonderful magazine for Women over 40 years old. Great beauty tips and other info for our age group.
train,1142,I DID NOT PURCHASE THIS MAGAZINE!  Please end any billing and mailing.  I cannot review what I did not read.,I DID NOT PURCHASE THIS MAGAZINE! Please end any billing and mailing. I cannot review what I did not read.
train,1144,Fox News with nice photos? No thanks.  Murdoch ruins everything he touches.,Fox News with nice photos? No thanks. Murdoch ruins everything he touches.
train,1146,I started my WW jurney in January and this magazine has really great articles and recipes!  I love it!...not to mention the coupons!,I started my WW jurney in January and this magazine has really great articles and recipes! I love it!...not to mention the coupons!
train,1147,"Simply the best for over 100 years!

No other magazine has more inspiring photos and articles!",Simply the best for over 100 years! No other magazine has more inspiring photos and articles!
train,1151,"WE STILL HAVE NOT RECIEVED THIS MAGAZINE.
CAN I GET A PROOF OF DELIVERY?
I WISH IT WAS EASIER TO TRACK SOMETHING THAT HAS ALREADY SHIPPED.",WE STILL HAVE NOT RECIEVED THIS MAGAZINE. CAN I GET A PROOF OF DELIVERY? I WISH IT WAS EASIER TO TRACK SOMETHING THAT HAS ALREADY SHIPPED.
train,1158,"Until this supports the more common - and better - e-ink Kindle, I won't buy it.

I find it very annoying that Amazon doesn't disclose clearly on the site.","Until this supports the more common - and better - e-ink Kindle, I won't buy it. I find it very annoying that Amazon doesn't disclose clearly on the site."
train,1173,"Maybe I'm too low class or something.  I just don't get it.  Boring.  I tried it, it failed.  Give me sports, news, entertainment.  This doesn't really have any of that.","Maybe I'm too low class or something. I just don't get it. Boring. I tried it, it failed. Give me sports, news, entertainment. This doesn't really have any of that."
train,1175,I cannot remember when I wasn't a subscriber in one way or another.  the magazine remains fantastic and informative.,I cannot remember when I wasn't a subscriber in one way or another. the magazine remains fantastic and informative.
train,1181,I love this magazine and I'm a woman.  The articles are well-written and the topics are timely and cover a broad range.,I love this magazine and I'm a woman. The articles are well-written and the topics are timely and cover a broad range.
train,1184,"I subscribed to this magazine in January for my husband.  It took 5 months to get the first magazine, then I never recieved another one.","I subscribed to this magazine in January for my husband. It took 5 months to get the first magazine, then I never recieved another one."
train,1185,"National Geographic is very brief and short not like it used to be.
Wouldn't recommend it.",National Geographic is very brief and short not like it used to be. Wouldn't recommend it.
train,1197,"Got one magazine
And I got a last magazine notice 2 days later
Weird
If its true its a BAD DEAL!",Got one magazine And I got a last magazine notice 2 days later Weird If its true its a BAD DEAL!
train,1201,"National Geographic has been in my family for generations.  There is always something interesting, and we love it!  Thank you!","National Geographic has been in my family for generations. There is always something interesting, and we love it! Thank you!"
train,1204,"I would love to be able to rate this subscription, but I have yet to receive my first issue.
Can you tell me when I can expect it?

Thank you","I would love to be able to rate this subscription, but I have yet to receive my first issue. Can you tell me when I can expect it? Thank you"
train,1211,I love Dwell!  Quality contemporary.  Look forward to every issue.,I love Dwell! Quality contemporary. Look forward to every issue.
train,1213,Big disappointment.  There just wasn't much usable content.  Too many ad's.,Big disappointment. There just wasn't much usable content. Too many ad's.
train,1216,The articles were informative and the photos and layout interesting.  It is pertinent to the new interest in smaller dwelling places.,The articles were informative and the photos and layout interesting. It is pertinent to the new interest in smaller dwelling places.
train,1219,"To many ads..
For the price.",To many ads.. For the price.
train,1220,I've been a regular subscriber of the print version.  The digital version is wonderful!!!!,I've been a regular subscriber of the print version. The digital version is wonderful!!!!
train,1222,National Geographic continues to be the best magazine out there.  The photography and stories are top notch and the topics and locations fastinating.,National Geographic continues to be the best magazine out there. The photography and stories are top notch and the topics and locations fastinating.
train,1225,God decision Have ordered year subscription  for my daughter in law who is a great cook She will be pleased,God decision Have ordered year subscription for my daughter in law who is a great cook She will be pleased
train,1226,"Nat'l Geographic never disappoints.  Fabulous photos of anything and everything, here and across the world.  You can't beat Nat'l Geo.","Nat'l Geographic never disappoints. Fabulous photos of anything and everything, here and across the world. You can't beat Nat'l Geo."
train,1227,"Not WHAT I was expecting,  to many ads.
CAN'T even cancel my subscription","Not WHAT I was expecting, to many ads. CAN'T even cancel my subscription"
train,1228,I always enjoy receiving National Geographic.  The articles and amazing photos are a constant pleasure.  I am sure everyone will enjoy this magazine.,I always enjoy receiving National Geographic. The articles and amazing photos are a constant pleasure. I am sure everyone will enjoy this magazine.
train,1229,"Dear Sir:

We have not received a single copy so far. Is something the matter ?

Cordially yours,

SEBASTIAN SUCRE","Dear Sir: We have not received a single copy so far. Is something the matter ? Cordially yours, SEBASTIAN SUCRE"
train,1231,Saw the next issue on news stand and it was full of ads compared to the one I had read.  So I cancelled it.,Saw the next issue on news stand and it was full of ads compared to the one I had read. So I cancelled it.
train,1235,It took MONTHS before my first issue arrived.  Lots of ads.  Not as many recipes as I was hoping for.  Won't renew.,It took MONTHS before my first issue arrived. Lots of ads. Not as many recipes as I was hoping for. Won't renew.
train,1236,This was purchased for my granddaughter.  She loves the magazine.  She has even entered several scholarship contests in the magazine. Would recommend to any young horse lover,This was purchased for my granddaughter. She loves the magazine. She has even entered several scholarship contests in the magazine. Would recommend to any young horse lover
train,1239,"I ordered it around the end of November and until now I have not yet received my first subscription!!!!!!

How long would it take for it to arrive ??????",I ordered it around the end of November and until now I have not yet received my first subscription!!!!!! How long would it take for it to arrive ??????
train,1244,"The app itself is not bad, but I hate that I do not have access to prior issues.  If I do, where are the instructions?  No to mention the download is sssssllloooooooowwwww!!!","The app itself is not bad, but I hate that I do not have access to prior issues. If I do, where are the instructions? No to mention the download is sssssllloooooooowwwww!!!"
train,1245,"This is the best organized, easiest to use cooking magazine ever!  Wonderful photos and enlarged step by step instructions make it a joy to cook!","This is the best organized, easiest to use cooking magazine ever! Wonderful photos and enlarged step by step instructions make it a joy to cook!"
train,1246,I purchased this subscription for my niece and she LOVES it!  Perfect for the young horse lover in your life.,I purchased this subscription for my niece and she LOVES it! Perfect for the young horse lover in your life.
train,1247,"It was frustrating that I had to reverify my subscription after they changed the app, and that  I couldn't not retrieve copies of the older issues","It was frustrating that I had to reverify my subscription after they changed the app, and that I couldn't not retrieve copies of the older issues"
train,1248,This is the best magazine purchase I have ever made.  I bought it as a gift subscription for my guy a few years ago and have renewed it every year.,This is the best magazine purchase I have ever made. I bought it as a gift subscription for my guy a few years ago and have renewed it every year.
train,1250,We have been subscribing to National Geographic for many years.  It is just a superior magazine with always interesting articles.  A must for families with school children,We have been subscribing to National Geographic for many years. It is just a superior magazine with always interesting articles. A must for families with school children
train,1255,My kids love getting National Geographic.  My daughter loves reading about all the different places and looking at the pictures.,My kids love getting National Geographic. My daughter loves reading about all the different places and looking at the pictures.
train,1256,Love my magazines- when they show up  I received 2 so far,Love my magazines- when they show up I received 2 so far
train,1261,Hard to rate this subscription cause I Have not received anything yet.  No magazine or even a account number so I can view it on my tablet.,Hard to rate this subscription cause I Have not received anything yet. No magazine or even a account number so I can view it on my tablet.
train,1263,"Ordered in error because nieces were playing with my phone. Tried to cancel, but Amazon declined.  It's shame, useless for me.","Ordered in error because nieces were playing with my phone. Tried to cancel, but Amazon declined. It's shame, useless for me."
train,1271,I don't want this magazine anymore and am trying to switch or cancel but you won't let me.  Not happy!!!!!!,I don't want this magazine anymore and am trying to switch or cancel but you won't let me. Not happy!!!!!!
train,1279,"The best price existing?!  This magazine is to read, watch and keep .... love this. So glad Amazon offered this for $5 a year. Unbelievable deal ever","The best price existing?! This magazine is to read, watch and keep .... love this. So glad Amazon offered this for $5 a year. Unbelievable deal ever"
train,1281,I purchased this subscription as a gift for my parents.  Both are enjoying the magazine so much!  It was the perfect gift!,I purchased this subscription as a gift for my parents. Both are enjoying the magazine so much! It was the perfect gift!
train,1291,There were way too many pages of advertisements.  So dissapointed:(,There were way too many pages of advertisements. So dissapointed:(
train,1293,"This is a great, informative and interesting magazine.  It takes you all over the world and beyond.  Great price too.","This is a great, informative and interesting magazine. It takes you all over the world and beyond. Great price too."
train,1295,I can't get this to download  and there is no way to contact a living human being to find out how to do it. Very disappointed,I can't get this to download and there is no way to contact a living human being to find out how to do it. Very disappointed
train,1299,Love everything  about  this magazine .,Love everything about this magazine .
train,1304,I've been subscribing to Vanity Fair for about 25 years.  It is the best magazine that there is.,I've been subscribing to Vanity Fair for about 25 years. It is the best magazine that there is.
train,1305,"My favorite.  Full of useful info, great format, outstanding in every way.  Wish I could live my life using Martha's calendar...","My favorite. Full of useful info, great format, outstanding in every way. Wish I could live my life using Martha's calendar..."
train,1306,"$15 for a year's subscription at the national geographic mag site. Go there and buy it. One star for Amazon trying to get you to shell out the extra dough.

-Karl",$15 for a year's subscription at the national geographic mag site. Go there and buy it. One star for Amazon trying to get you to shell out the extra dough. -Karl
train,1307,"This is a great magazine, full of lots of ideas to do along with descriptive photos.  One of the best magazines on the market.","This is a great magazine, full of lots of ideas to do along with descriptive photos. One of the best magazines on the market."
train,1313,"Full of color, great articles, wonderful pictures and ideas. Most of all, full of Martha with the same wisdom and humor that her program had.  This magazine is a keeper.","Full of color, great articles, wonderful pictures and ideas. Most of all, full of Martha with the same wisdom and humor that her program had. This magazine is a keeper."
train,1314,Too many advertisements in this magazine  and too few recipes and craft ideas.,Too many advertisements in this magazine and too few recipes and craft ideas.
train,1315,My favorite magazine.  Love it. Chock full of great ideas and information,My favorite magazine. Love it. Chock full of great ideas and information
train,1316,Got charged for 2 copies for kindle fire. Magazine will not download on my kindle fire.  Could not cancel the order.,Got charged for 2 copies for kindle fire. Magazine will not download on my kindle fire. Could not cancel the order.
train,1317,Beautiful to look at; lots of wonderful content and extras.  The best online mag by far.  And very reasonable subscription price for all that you get.,Beautiful to look at; lots of wonderful content and extras. The best online mag by far. And very reasonable subscription price for all that you get.
train,1324,"Articles are well written, subject matter is interesting.  Equipment guide is very helpful.","Articles are well written, subject matter is interesting. Equipment guide is very helpful."
train,1336,"Martha Stewart Living is a great magazine for any age or gender.  Martha and her staff are great cooks, bakers, and decorators. My grandma has this subscription and she loves it!","Martha Stewart Living is a great magazine for any age or gender. Martha and her staff are great cooks, bakers, and decorators. My grandma has this subscription and she loves it!"
train,1337,"most was great for the season of easter , good ideas, good outlook for  up and coming items. good pictures of table settings.","most was great for the season of easter , good ideas, good outlook for up and coming items. good pictures of table settings."
train,1341,"I ordered this subscription in December, and it is now February and I have not received any magazines.  I would not recommend ordering magazines from Amazon.","I ordered this subscription in December, and it is now February and I have not received any magazines. I would not recommend ordering magazines from Amazon."
train,1343,"After several attempts,  it would never fully download.  I gave up.  I'm a huge Amazon book fan & never had this experience before. Will stick with books & forget about magazines.","After several attempts, it would never fully download. I gave up. I'm a huge Amazon book fan & never had this experience before. Will stick with books & forget about magazines."
train,1350,It is not the information I was looking for.  I would like to cancel my subscription.,It is not the information I was looking for. I would like to cancel my subscription.
train,1351,I love these magazines.  they got good information and pictures.,I love these magazines. they got good information and pictures.
train,1352,"Amazon must think we are fools. It's $4 cheaper directly from Stewart's website.

On the other hand, there appear to be a lot of fools here.","Amazon must think we are fools. It's $4 cheaper directly from Stewart's website. On the other hand, there appear to be a lot of fools here."
train,1361,I love this magazine.  One of my favorites for all the latest on nutrition and health.  This is one that I absolutely read from cover to cover each month!,I love this magazine. One of my favorites for all the latest on nutrition and health. This is one that I absolutely read from cover to cover each month!
train,1362,This was a great bargain!  Amazon was the only place I could get both print copy and copy.,This was a great bargain! Amazon was the only place I could get both print copy and copy.
train,1363,It said I would get magazine in the mail and through my amazon kindle.  I don't get it through my kindle.,It said I would get magazine in the mail and through my amazon kindle. I don't get it through my kindle.
train,1368,I thought this was a respectable magazine with evidence based articles.  I was completely wrong.,I thought this was a respectable magazine with evidence based articles. I was completely wrong.
train,1376,Ordered this for my wife.  She loves it.  It has all the factual information without get to far of the titled subject.,Ordered this for my wife. She loves it. It has all the factual information without get to far of the titled subject.
train,1380,Disappointed.  Got my first issue and it's so hard to read because the advertisements overwhelm the articles.  And thin - not much to read.,Disappointed. Got my first issue and it's so hard to read because the advertisements overwhelm the articles. And thin - not much to read.
train,1381,"I always find wonderful, usable, most current health info in this well done publication.
It has become a go to source for me and my family.","I always find wonderful, usable, most current health info in this well done publication. It has become a go to source for me and my family."
train,1384,"The history and track-record of this periodical speaks for itself.  My wife, mother, mother-in-law and other relatives have learned a lot from it over the years.","The history and track-record of this periodical speaks for itself. My wife, mother, mother-in-law and other relatives have learned a lot from it over the years."
train,1385,"I am the leader of our local T.O.P.S. group, and there is a lot of information that is very helpful for our meetings.  From excercize to eating well.","I am the leader of our local T.O.P.S. group, and there is a lot of information that is very helpful for our meetings. From excercize to eating well."
train,1388,"LOVE, LOVE, LOVE this magazine.  Soooo many informative articles about health and living.  Lots of tips and pointers that will keep you going.","LOVE, LOVE, LOVE this magazine. Soooo many informative articles about health and living. Lots of tips and pointers that will keep you going."
train,1389,Worth getting.  Look forward each month for its arrival.  Learn new things about natural ways of feeling better every issue.,Worth getting. Look forward each month for its arrival. Learn new things about natural ways of feeling better every issue.
train,1390,I have a paper version of Prevention..but I can not signup to get a kindle version? All my other  other magazines allow me to sign in and download the online version...what gives?,I have a paper version of Prevention..but I can not signup to get a kindle version? All my other other magazines allow me to sign in and download the online version...what gives?
train,1391,"I did not realize this is not a full-size magazine.  The small print is difficult to read, and doesn't seem to have much content per issue.","I did not realize this is not a full-size magazine. The small print is difficult to read, and doesn't seem to have much content per issue."
train,1392,"This magazine contains plenty of useful information. I really enjoy it.
Would suggest this magazine to most anyone who is into fitness and health.",This magazine contains plenty of useful information. I really enjoy it. Would suggest this magazine to most anyone who is into fitness and health.
train,1393,"not only was the 1st issue delivered,too fast, an older issue was also sent.  I had already purchased both issues at the news stand","not only was the 1st issue delivered,too fast, an older issue was also sent. I had already purchased both issues at the news stand"
train,1394,"Prevention  Magazine

I think that Prevention Magazine is the best general purpose health  magazine out there for the public at large.

Gunner  January, 2008","Prevention Magazine I think that Prevention Magazine is the best general purpose health magazine out there for the public at large. Gunner January, 2008"
train,1396,Love this magazine.  Have been a subscriber for over 10 years.  Lots of great things to do locally and within a days drive.,Love this magazine. Have been a subscriber for over 10 years. Lots of great things to do locally and within a days drive.
train,1398,"I have trouble reading the stories.  It simply isn't like holding and reading the magazine.  I would like to cancel the subscription, but can't find any info. on doing so.","I have trouble reading the stories. It simply isn't like holding and reading the magazine. I would like to cancel the subscription, but can't find any info. on doing so."
train,1404,Rifle Shooter is an interesting magazine.  More informative than most mags.  Usable information.,Rifle Shooter is an interesting magazine. More informative than most mags. Usable information.
train,1410,My daughter asks for this magazine time and time again.  She loves the current info on her favorite stars and the pictures are the tops.,My daughter asks for this magazine time and time again. She loves the current info on her favorite stars and the pictures are the tops.
train,1411,"received 3 issues, then it stopped, and we have been getting renewal requests since then.  Do not purchase this ever!!!","received 3 issues, then it stopped, and we have been getting renewal requests since then. Do not purchase this ever!!!"
train,1413,I do not understand why this magazine is not available on Kindle.  That is the only reason I wanted a Kindle Fire but now I guess I don't.,I do not understand why this magazine is not available on Kindle. That is the only reason I wanted a Kindle Fire but now I guess I don't.
train,1415,Would love to review if I had received it but I have not gotten the first issue yet!!  Any idea why?,Would love to review if I had received it but I have not gotten the first issue yet!! Any idea why?
train,1416,"The headlines on the cover are not on the inside.  The cover gets you to buy the magazine, but does not deliver the goods.  I don't think I will renew this subscription in a year.","The headlines on the cover are not on the inside. The cover gets you to buy the magazine, but does not deliver the goods. I don't think I will renew this subscription in a year."
train,1424,What else is there to say?  This mag beats all others hands down!  This is by far the best deal on it too!  Happy Macin',What else is there to say? This mag beats all others hands down! This is by far the best deal on it too! Happy Macin'
train,1428,Isn't the point of getting this mag for that demo CD?  Why would you want to save 10 bucks not to get the CD?,Isn't the point of getting this mag for that demo CD? Why would you want to save 10 bucks not to get the CD?
train,1434,"I love Angels on Earth.  It's an inspiring magazine. it is published by Guideposts  and you know if they publish it, it will be good.","I love Angels on Earth. It's an inspiring magazine. it is published by Guideposts and you know if they publish it, it will be good."
train,1435,"Best magazine ever!  Shows real homes, not just staged rooms.  Great articles.","Best magazine ever! Shows real homes, not just staged rooms. Great articles."
train,1436,I can't review what I don't have.  I don't know why but I was informed the subscription will not begin until between Sept. 8 and Oct. 6.  Seems like a long wait to me.,I can't review what I don't have. I don't know why but I was informed the subscription will not begin until between Sept. 8 and Oct. 6. Seems like a long wait to me.
train,1437,"Good  read,beautiful gardens and useful information anyone can use whether you live here or in the UK.

Love the homes and decorating  tips, love english homes.","Good read,beautiful gardens and useful information anyone can use whether you live here or in the UK. Love the homes and decorating tips, love english homes."
train,1438,This is truly an unexpected Gem.  I found wonderful ideas on how to decorate my home from this magazine.  Really reminds you that a home is more than four walls and lot of stuff.,This is truly an unexpected Gem. I found wonderful ideas on how to decorate my home from this magazine. Really reminds you that a home is more than four walls and lot of stuff.
train,1439,Beautiful magazine!  Excellent articles and lovely pictures.  I really enjoyed reading about the Bronte sisters' home in the last issue.,Beautiful magazine! Excellent articles and lovely pictures. I really enjoyed reading about the Bronte sisters' home in the last issue.
train,1440,"I have not received this product yet, and i purchased it in early december.
I am beginning to get worried.","I have not received this product yet, and i purchased it in early december. I am beginning to get worried."
train,1447,"too many ads, not enough useful information.  Its changed in the last few years from helpful DIY tips/life hacks to commercial driven.  I will not renew my subscription.","too many ads, not enough useful information. Its changed in the last few years from helpful DIY tips/life hacks to commercial driven. I will not renew my subscription."
train,1455,"Does NOT include digital access!  This ""Print Only subscription"" for this GREAT magazine is not recommended.","Does NOT include digital access! This ""Print Only subscription"" for this GREAT magazine is not recommended."
train,1456,"Got my first one - even the ""recommendations"" read like ads -  I didn't feel like it had much real content.","Got my first one - even the ""recommendations"" read like ads - I didn't feel like it had much real content."
train,1464,Download  did not work,Download did not work
train,1465,Been a subscriber for many years.  Love love!,Been a subscriber for many years. Love love!
train,1466,I love this magazine.  I have had it before and still enjoy it.,I love this magazine. I have had it before and still enjoy it.
train,1469,"My son just bought a house & loves watching ""This Old House"".  This was the perfect gift for a new home owner!","My son just bought a house & loves watching ""This Old House"". This was the perfect gift for a new home owner!"
train,1480,It is all ads at the front.  I Never got to any content.  Cancel my order!!!!!,It is all ads at the front. I Never got to any content. Cancel my order!!!!!
train,1482,"Article, ad ad ad ad ad, article

But isn't that the way of most magazines?  I won't renew the subscription to be honest","Article, ad ad ad ad ad, article But isn't that the way of most magazines? I won't renew the subscription to be honest"
train,1490,One of my favorite magazines.  Lovely pics and articles.,One of my favorite magazines. Lovely pics and articles.
train,1494,Very disappointed!!!!!  I really wanted the October 2015 issue.  That never happened.  Will definitely not reorder!!!!!!,Very disappointed!!!!! I really wanted the October 2015 issue. That never happened. Will definitely not reorder!!!!!!
train,1495,wonderful magazine...gives timely information in entertaining ways.  Articles are wonderful.  The guides and menus are terrific.  I look forward to receiving my issue every month.,wonderful magazine...gives timely information in entertaining ways. Articles are wonderful. The guides and menus are terrific. I look forward to receiving my issue every month.
train,1501,I have gotten some very good ideas from This OLd House Magazine.  We are currently renovating a four bedroom beach house that was built in 1930,I have gotten some very good ideas from This OLd House Magazine. We are currently renovating a four bedroom beach house that was built in 1930
train,1520,"The printing is really small and difficult to read, even with bifocals.

The articles look like they are interesting.

Sorry I had to cancel my subscription.","The printing is really small and difficult to read, even with bifocals. The articles look like they are interesting. Sorry I had to cancel my subscription."
train,1522,Absolutely one of my favorite magazines!  So much useful information in every issue!,Absolutely one of my favorite magazines! So much useful information in every issue!
train,1527,This Old House magazine is one of my favorites and I've subscribed to it for a few years now.  This 2 year renewal deal is convenient and a great price!,This Old House magazine is one of my favorites and I've subscribed to it for a few years now. This 2 year renewal deal is convenient and a great price!
train,1532,My favorite magazine.  Renew it every year.,My favorite magazine. Renew it every year.
train,1533,Cannot read it.  Does not allow for enlarging text,Cannot read it. Does not allow for enlarging text
train,1536,I am sure that the magazine will be good.  The problem is I have not received my first issue as of yet.,I am sure that the magazine will be good. The problem is I have not received my first issue as of yet.
train,1537,These arrived much faster than expected.  What a great deal!  My kids love them.,These arrived much faster than expected. What a great deal! My kids love them.
train,1540,I ordered a subscription for my husbands birthday.  The first issue arrived perfectly ontime and he was thrilled with the gift.,I ordered a subscription for my husbands birthday. The first issue arrived perfectly ontime and he was thrilled with the gift.
train,1541,Greatest birthday gift for my young grandsons!  They love it! Comes every month to their happiness!,Greatest birthday gift for my young grandsons! They love it! Comes every month to their happiness!
train,1543,I've always enjoyed Real Simple in magazine form.  Having it on my Kindle Fire gives me the opportunity to read it on the go.,I've always enjoyed Real Simple in magazine form. Having it on my Kindle Fire gives me the opportunity to read it on the go.
train,1544,It was hard to figure out what I was getting.  Was it from Amazon or real simple. I'm still not sure what I bought our got.,It was hard to figure out what I was getting. Was it from Amazon or real simple. I'm still not sure what I bought our got.
train,1545,I love this magazine!  It is a must-read for anyone who wants to live their life as 'simply' as possible in today's world of juggling 15 responsibilities at once!,I love this magazine! It is a must-read for anyone who wants to live their life as 'simply' as possible in today's world of juggling 15 responsibilities at once!
train,1547,My grandson loves  it,My grandson loves it
train,1548,"The secret to a happy life is in this magazine, I swear! Beautifully presented with luscious pictures, it also abounds with wonderful articles.  I want to save every issue!","The secret to a happy life is in this magazine, I swear! Beautifully presented with luscious pictures, it also abounds with wonderful articles. I want to save every issue!"
train,1550,I love Real Simple and it was so easy to renew with auto-renewal.  This magazine always has lots of good tips and I highly recommend it.,I love Real Simple and it was so easy to renew with auto-renewal. This magazine always has lots of good tips and I highly recommend it.
train,1552,"This is my favorite monthly magazine - it's so pretty, even the paper that it's printed on feels nice to the touch.  Great articles and helpful hints.  It's a winner.","This is my favorite monthly magazine - it's so pretty, even the paper that it's printed on feels nice to the touch. Great articles and helpful hints. It's a winner."
train,1555,"Was good for a few issues then became routine, boring.  Pretty much the same as other magazines.  Would not order again.","Was good for a few issues then became routine, boring. Pretty much the same as other magazines. Would not order again."
train,1562,"I love this magazine!
Real Simple covers just about everything that I enjoy reading or sharing.
I always look forward to receiving it in the mail!",I love this magazine! Real Simple covers just about everything that I enjoy reading or sharing. I always look forward to receiving it in the mail!
train,1563,"Received magazine promptly. I have read this magazine before and happy to be getting it at such a good price.
Amazon.com is always a great place to purchase.",Received magazine promptly. I have read this magazine before and happy to be getting it at such a good price. Amazon.com is always a great place to purchase.
train,1564,"There are so many ads in this publication that they should pay you to read it!  Don't waste your money (and may I add TIME) wading through ads, ads, and more ads.............","There are so many ads in this publication that they should pay you to read it! Don't waste your money (and may I add TIME) wading through ads, ads, and more ads............."
train,1565,"My 11 year old nephew loves sports.  Being a teacher, I want to make sure he is reading too.  He loves this subscription!","My 11 year old nephew loves sports. Being a teacher, I want to make sure he is reading too. He loves this subscription!"
train,1566,"I love love love this magazine.  It has so many ideas and suggestions on all areas of my life.  Worth getting, and very hard to give away once it's read!","I love love love this magazine. It has so many ideas and suggestions on all areas of my life. Worth getting, and very hard to give away once it's read!"
train,1567,"I tried 3 times to order the automatic renewal for $10.  At the end, the cart kept coming us a total of $19.95.  I give up.","I tried 3 times to order the automatic renewal for $10. At the end, the cart kept coming us a total of $19.95. I give up."
train,1568,Why would it take 4 months to begin receiving a magazine?  I purchased the subscriptions in August and the estimated delivery is late December.  Why bother?,Why would it take 4 months to begin receiving a magazine? I purchased the subscriptions in August and the estimated delivery is late December. Why bother?
train,1570,I really can't rate this item yet as we have not received it yet.  I should have just subscribed directly with Sports Illustrated because going through Amazon takes too long.,I really can't rate this item yet as we have not received it yet. I should have just subscribed directly with Sports Illustrated because going through Amazon takes too long.
train,1571,My Grandson loves this magazine.  He gets a new one and shares the old ones with his friends. He loves sports he is great in basketball .,My Grandson loves this magazine. He gets a new one and shares the old ones with his friends. He loves sports he is great in basketball .
train,1573,"I signed up for this subscription in December, and two months later, i haven't received a single issue!  I smell a rip-off.","I signed up for this subscription in December, and two months later, i haven't received a single issue! I smell a rip-off."
train,1576,I ordered Real Simple on 11/30.  Today is 2/1/2010.  I have yet to receive an issue of this magazine.,I ordered Real Simple on 11/30. Today is 2/1/2010. I have yet to receive an issue of this magazine.
train,1578,Amazon offered a great Christmas special and I purchased this as a gift.  Love the magazine!  Very satisfied.,Amazon offered a great Christmas special and I purchased this as a gift. Love the magazine! Very satisfied.
train,1580,I haven't gotten a single issue and this was ordered in November!  I'm nott too happy with this process.,I haven't gotten a single issue and this was ordered in November! I'm nott too happy with this process.
train,1582,i LOVE real simple!  i look forward to it every month...it is truly my favorite magazine!,i LOVE real simple! i look forward to it every month...it is truly my favorite magazine!
train,1588,"I purchased this a month ago and haven't yet received any copies.  Soooo, the only review I can give at this point is their shipping is slow.","I purchased this a month ago and haven't yet received any copies. Soooo, the only review I can give at this point is their shipping is slow."
train,1601,"I never received anything and now can't find a way to call anyone.....
My credit card was charged immediately and 2 months latter still no magazine, rip off","I never received anything and now can't find a way to call anyone..... My credit card was charged immediately and 2 months latter still no magazine, rip off"
