review_text,label
I've got my first issue around the time frame as expected in the middle of January but it was the December issue :(,positive
Love this magazine.,positive
Love this magazine....so much to read.,positive
Love this magazine. Has a little bit of everything a girl needs to know in it!,positive
I've always enjoyed reading Redbook and couldn't pass up the opportunity to subscribe at a great rate through Amazon.,positive
Lots of sex/tobacco/inappropriate ads. Seems like there are far more ads than articles. Definitely canceling my subscription.,negative
This has always been my favorite magazine and to get a whole year of it for just a few bucks was the best deal anywhere.,positive
"Lots of lovely photos, great ideas, deco tips and food.",negative
I enjoy this magazine.  I have been a subscriber for many years.,positive
"I have not received my first magazine yet, hence no review. SLOW Item number 1 is not accurate but it would not except my review without some thing in the stars.",negative
"Great stories, good information on health, finance, life!",positive
I love this magazine!!!  Extremely happy that I was able to download it thank you!,positive
Way too many ads basically when you take all of them out there's not much left,positive
No longer good publication.  And look at the vulgar cover depicting Trump. . . no class,negative
Absolute garbage.,negative
Too many drug ads.,positive
I wish cancel my suscription redbook it was ordered by.  Mistake. Thank you.,negative
"The Marie Claire was good entertaining and full of good articles. Fashion, beauty and day to day life articles well written.",positive
"Thought my teenage daughter would enjoy receiving these and reading them but alas, she was not. Will be canceling this today.",positive
There were way too many ads and not enough valuable content -- in fact many of the features were repetitive and seemed recycled. I'd prefer Bust magazine.,negative
"Popular Science has a lot of interesting articles that are written in a way that anyone can understand them.
This magazine keeps one up to date on the latest science stuff.",positive
Not much of style but as you flip pages all you will see is advertisements! Extremely disappointed.,negative
"Ordered in May, 2007, it's July, 2007 and still haven't received any magazines! What's the deal?",negative
"I absolutely love this magazine.

I find amazing things I never new off and especially the new inventing are very interesting.",positive
"I got this as a gift for my aunt, she seems happy with the renewal every year. I haven't had any complaints of shipping delays and believe me she would let me know.",positive
Love this magazine!,positive
Great as a fire starter because it is Garbage on paper. Save the landfills and your back pocket from the insanely priced auto renewal.,negative
"I like this magazine, it has fashion, it has interesting articles, health and fitness, celebrities, it has a little bit of everything.",positive
Didn't sign up for auto-renewal and don't want it! Please make it stop! The magazine is a waste of money? OK! I'll repeat do not spend your money,positive
Love this mag--great decorating ideas!!!,positive
great read!,positive
I've always loved this magazine.,positive
"It would probably have been a good magazine, but I never received a single issue, so who knows ?",negative
my favorite magazine!,positive
Received three issues within a couple of weeks then nothing.,negative
Not enough info. Too much advertising,negative
Cannot read on Kindle Fire because the issue does not zoom out to enlarge.  I would give it zero stars!,negative
"Love it, gives me alot of inspiration for my home",positive
I love Marie Claire magazine. I read it cover to cover every month and I couldn't pass up this deal!!,positive
Great deal and quick service. I renewed this from last year with Amazon. Best deals on amazon.com for magazine subscriptions,positive
The best.  I'm so glad it exists.,positive
These issues are getting very thin of late.,positive
"The first issue I received did not allow access to articles by columnists.  So far, haven't been able to access anything in second issue.  Will cancel my subscription.",negative
"Excellent writing, top reporting and best cartoons",positive
Journalism at its best!,positive
Don't find it helpful or very interesting. Need to cancel future orders.,negative
I didn't really get alot out of it. Too many adds,positive
ADD ADD ADD + more ADDs,positive
not enough cartoons,negative
great magazine,positive
"Got this as a gift for my Dad, who is a Western History buff and he loves it.  Money well spent!",positive
I enjoy Redbook.  There are always interesting articles and celebrity interviews.,positive
I've been reading for at least 10 years.  That says it all.  Normally get two years at a time.  Love it.,positive
Exactly as I remembered from years ago. I have the time to read again so looked for this publication and was glad to find it.,positive
The amount of ads that are in the magazines is equal to the number of ads.  Would like to see less ads.,positive
Feels extremely repetitive with their articles. I feel like I am reading the exact same thing over and over again.,positive
"Love, love, love this magazine!",positive
"I was so pleased to find this subscription for my favorite magazine at a fantastic price. So pleased, it came quickly, and I will always order my magazine from Amazon from now on!",positive
Exceptional magazine and great price for two year subscription.  Arrived very promptly and it alway fun to read and look forward to receiving.!,positive
"such great articles. advice and beauty tips. delicious recipes. up to date informative articles. been reading redbook for 40 yrs. now.
love all hearst magazines.",positive
"Started receiving my issues a few weeks after I ordered them and there's been no problems, just a great deal!",positive
I'm impressed - it turns out that Marie Claire hires actual writers and publishes interesting articles and does not simply recycle the same makeup advice from year to year.,positive
One of my most favorite magazines.  Always interesting and current.,positive
This magazine is actually enjoyable and has interesting article. I love to decorate.,positive
Did not like how they automatically re-subscribe you at a high cost,negative
"I love my Redbook magazine, I don't know who won't except maybe men :-) will keep on continue getting that magazine too...",positive
Unable to access the newest weekly edition using my iPhone. The software doesn't work.,negative
I don't like the style,negative
LOVE THIS MAGAZINE!,positive
"love ""The New Yorker""...I love the in depth articles...I learn a lot",positive
How could I know what the issue is like? Only three pages downloaded.,negative
I haven't received my magazine yet - where is it???  I ordered the magazine over a month ago and I still have not received my first subscription??!,negative
Stopped coming,negative
I ordered this for my mother for Christmas and it is her favorite magazine!  Classically informative and excellent for home design or re-design.,positive
Every issue is a must-read.,positive
Can't live without The New Yorker!,positive
I really like this magazine. It has alot of interesting articles and topics. Plus I like the fashion in it.,positive
"Love the ideas in the magazine and the recipes, too.",positive
Too liberal Please cancel,negative
Not my favorite magazine and after looking at an issue I can see why. No really good topics to read about. I only paid .99 cent so I cant be mad lol,positive
No Thanks,negative
This magazine is basically ads. Kindve worthless to me really.,negative
"The digital portion does not work on my kindle oasis, the reason for the 1 star.",negative
"Auto renewal for magazines is a bad idea, because Amazon does not tell you what price they are renewed at.",positive
great magazine!,positive
Someone dropped the ball - this never arrived 8 months later.  Maybe you shouldn't get it through Amazon?,negative
No fashion sense. Someone is be sent to fashion school. The writer's need half a brain because the articles are horrible also.  What happened to my GQ,negative
Mostly advertising in the magazine.,negative
i love redbook it is a awesome magazine. I am hapy to be able to renew my subscription and think it is a great magazine for all women.,positive
"Love this magazine, and the price was right!",positive
"The premier Anti-Cop, Anti-Military, Anti-American LGBTQ ""Queer"" magazine in America.
But the pages do make good paper to wipe one's behind.",negative
Mindless moronic crap for the socially insecure or narcissistic nitwit.  A gift subscription that I wouldn't wipe my ass with.  Great paper for the bottom of a birdcage....,negative
this also has been a favorite magazine of mine for years!,positive
Always the best!,positive
"All it is ads. Very few interesting articles. Like Playboy, get it for the photos.",negative
Redbook magazine is not what it used to be.  Good thing I got it cheap.  Don't bother with this one.,positive
One of my favorite magazines,positive
"GQ used to have class. I love this magazine.
 Lately, it has become nothing more than a platform to promote the radical socialist agenda of Obama.",negative
"Not my kind of magazine, I would rather read Mother Earth News",negative
I just got through reading my first issue and I absolutely loved it.  I plan on renewing at the end of the subscription.,positive
Used to love it. Obviously over the top left-ist now. The New Yorker does not support our great country.,negative
is hard to read it un horizontal way,positive
Always well written.,positive
"One of my top three favorite magazines to read, cover to cover.",positive
I buy this all the time. I have had a subscription for it for years.. It is one of the best magazines out there,positive
I have subscribed to this magazine for several years now and it is always a good read.  Lots of great features and quite a good price.,positive
Using this Amazon app for signing up my Kindle Fire is a labyrinth of dead ends and nonsequiturs. Please improve. I can't believe that there are so many issues ,negative
I did not order this and I have not been able to find a way to contact anyone to get shipment stopped. Not happy.,negative
"Wonderful ... if you're a liberal. Unfortunately, I'm not.",positive
"Classic and informative with insight analysis about culture, the arts, politics, people and some important national and global news.",positive
Ready great format for tablets,positive
"magazine good, however i never receive the issues even after i called numerous times to change address and inquire into no deliveries",positive
You pay for a subscription and then all you get is a bunch of advertisements. Thats it. The journo is hit or miss. I can believe I paid for a bunch of adds. I felt like a fool.,negative
Not as good as the one I get from the Newsstands it has more adds it seems boring to me,negative
I was told to go to Amazon and order Redbook and it would automatically renew my subscription. Now I'm getting duplicate issues every month. I'm very unhappy.,negative
Just beautiful.  The pages display wonderful images that take me back home.  The price is extremely affordable.  I highly recommend subscription.,positive
Love love love this magazin!,positive
Good magazine on mens view. Always showing the latest fashion trends of men. Good quality magazine. Its availability in a digital format is a plus.,positive
"Love it! Overall, the product was what I was looking for.  Thank you very much, again, for the this product.",positive
This is a real fun magazine for any men regardless of having a GQ status or not... Excellent snips of everything. Bravo.,positive
"Best magazine anywhere. And great cartoons, though I buy it for the articles, of course.",positive
Love this magazine! well written with informative articles that are written by fishermen. Great suggestions and techniques that work. Two thumbs up,positive
Fantastic,negative
Have been a faithful reader for years. Very happy to have it on my Kindle now. You won't find better writing on a wide range of topics anywhere.,positive
The best magazine and best writing in America.,positive
"Too many ads...and like the morning news, most events and activities promoted by the editors are on/near the East Coast. Will not be renewing this subscription.",negative
It's the best magazine ever!,positive
"I have a subscription to this magazine until 2017. I would recommend. They have great ideas on holidays decorating, and so much more. Very inspiring.",positive
"I ordered this item in July, it is not December and I have not yet got my first copy. GQ is a good magazine, but find a different way to order it.",negative
I ordered this magazine along with another.  The other magazine came one month before this one.  I don't understand .....why so late.,positive
This is a good magazine with quite a few great ideals and cute updates for around the house.  I would recommend it to all.,positive
The New Yorker is an amazing publication.  I've read it for years.,positive
"We think that GQ still has alot to offer men looking to stay on top of the fashion trends, they always have a fresh new attitude and look

[...]",positive
one of my favorite magazines....a must read,positive
"I've taken the Country Living Magazine
for over 30 years and love it.
Love the variety of things that it provides
the reader.",positive
The best magazine available!!,positive
"One of the best magazines, always interesting articles and the cartoons are the best!",positive
Contemporary enlightenment from serious relevant interests to my humor satisfied!,positive
"I love this magazine, and loved getting it for such a bargain!  I'd love to subscribe, again sometime!  Waiting for another deal!",positive
why must u put all the crap about medical info & side affects  what happen to just what the book is about????  I don't like it!!,negative
I have not gotten it yet.  Could review if I saw it.  Please let me know if/when it is coming.,negative
To much advertising.  Most of the pages are advertising for medical ads not one page but two complete pages.  I do not want to read that in a magazine.  Will not renew next year.,positive
"THIS IS THE BEST RC CAR MAG OUT THERE. IT'S BEEN AROUND FOR OVER 25 YEARS. IT HAS GREAT PIC'S, ARTICLES, HOW TO'S, AND NEW PRODUCT REVIEWS. ITS FOR EVERYONE FROM BEGINERS TO PROS!",positive
"I have subsribed to all the r/c mags for some time.

This mag has become a glorified catalog for the adertizers.

it used to be a real good mag once.",negative
"When I first got an email telling me my auto-renewal was ready, it said the price would be $8. But when I committed, it said the price was $12. Kindof a ripoff.",negative
"I miss the old Country Living magazine.  Seems like all the articles are about second homes in the country. To me, this is NOT country living!",negative
"""
 I love having country living on my kindle. Great magazine and fun to read using the kindle. The pictures are bright and beautiful.",positive
Where is the Ap for the digital version? The digital version exists. I love the magazine. I grew up with it. I hope to grow old with it,positive
"will never order again,i am going to cancel it....its all advertisements!!!!!!!!!!!!!!!dont waste your money, nothing informative,not even alot of country homes or decor",negative
I renew this magazine to my daugher as a gift.  She really likes the magazine.  She reports the magazine has lots of suggestions & new ideas to get & stay in shape.,positive
"Of course I will have to wait a year to see what happens but when I tried to cancel an auto renewal on another magazine, what a hassle! Will wait and see how this one goes.",positive
"I have purchased this magazine for 2 years for my sister. She loves it and will rant about the cute, clever ideas.",positive
"Long form journalism at its best.  Great cartoons. Superb guides to New York. Local, national, international. It is a great magazine.",positive
"I always enjoy reading. A great combination of news and entertainment. Love the covers, as well. True works of art.",positive
"In my opinion The New Yorker is the best magazine around. I have been a subscriber for msny years and I would not
Want to be without it!",positive
"I read through this in about 1/2 hour, most of articles are either uninteresting or repeats as well as the exercise and diet tips.  I will not renew this one.",positive
I love this magazine.,positive
"has been impossible to access back issues, tho I see they are attempting to remedy this.  Not enough articles of interest to me to make it worth the price.  I am not renewing.",positive
I subscribed to Country Living in May and am still waiting for the subscription to begin. Where are you?,negative
I am so glad I subscribe. Reptiles is full of great info and good reads in general. Plus the kids get wonderful articles to do school reports on.,positive
I've just terminated my subscription to Country Living because at least 60% of the content is about antiquing. Great if that's what you're interested in... but I'm not.,positive
"I'm told the magazine is good for little people, but am sad that my grandson has to wait until mid March to receive the first copy of his Christmas present.",positive
"Magazine full of advertisements, won't renew my subscription.",negative
"Order...and the sub starts in a few weeks.  A great gift that arrives
every week.",positive
"Kind of disappointed, was expecting more stories, less ads! Maybe next issues will be more to my expectation.",positive
This has just turned into a gossip and boasting magazine. No longer seems relevant for the investor.,negative
Lots of information and techniques.  One of the best magazines I've read in a long time.,positive
I have been subscribing to the New Yorker for more than 60 years.  Why stop now?  It is excellent.,positive
They need to put in more effort into the kindle edition. The content available are very underwhelming as compared to the hardcopy..,negative
"Forbes Magazine. Save your money. It's nothing but advertisement. The magazine comes in the mail, and I take it straight to the recycling bin.",negative
"you're a business magazine, not a right wing political magazine.  Steve Forbes' greatest problem is that he's NOT HIS FATHER.",positive
"I regret this purchase.  Is there any way to cancel?
Thank you

Rita Snyder",negative
"As I write this January 4th, 2007, I have never gotten my first or any issue of Forbes (for which I paid on October 2, 2006).  If I ever get something maybe I'd like it.",negative
"It took too long to start the subscription, at least several months.",positive
Two months after ordering the magazine I have yet to receive a single issue.,negative
"I love all the pics and info, on 1st issue, cant wait till next one!",positive
"I bought the magazin on november, and I don't recive it yet!",negative
I can't believe you actually want me to review the magazine you pushed to my Kindle without my knowledge or consent!.,negative
Once I seen Anderson Cooper on the cover. All I can use this for is Toilet Paper.,negative
"This is probably the worst magazine ever, do not waste your money.",negative
since when is a one year monthly subscription only ten issues,positive
Great Magazine been reading them for over 50 yrs...,positive
Please do not renew,positive
I am also subscribed to Popular Science . I love both magazines,positive
My new favorite pastime.,positive
not much content anymore. it is all ads. seems the articles are crafted to try and place more products in article.,negative
I bought this subscription for my boyfriend.  He loves this magazine.  Who knew Amazon could do magazine subscriptions.  AWESOME,positive
Don't waste your money!,positive
wonderful mag..,positive
Like most of these magazines the adds overwhelm and the articles under-whelm. Outside is starting to look like a glamour magazine. So sad it use to be a good resource.,positive
My husband has not been to excited about it.,positive
"The magazine has good articles, and I appreciate the convenience of sending subscriptions as gifts.  The recipient appreciates it as well.",positive
I bought this as a gift and learned that the recipient only received two of the copies out of the entire year.,negative
Mostly ads.,positive
I have yet to begin receiving this magazines issues-I ordered this approximately 8-10 weeks ago.,positive
A little disappointed. I guess I was hoping for something closer to the original.,negative
dislike the consumer color scheme; difficult to read especially if color blind; review was written previously re this.,positive
"Just Garbage  , not even worth the bottom of a bird cage.........ads and filler. It's a shame how something that was good could be so bad.",negative
"Loved it in the past, however they changed their magazine layout, and I no longer like the magazine.",positive
Terrible adaptation to Kindle. Weak articles. Not as it used to be.,negative
AWESOME INFORMATION,positive
"Have downloaded this magazine to my Android phone before, now this issue is limited to Kindle and Fire? Prime Reading looking less attractive",negative
Love this magazine and share it with the manager of the restaurant I frequently visit.,positive
It is impossible to get connected to their customer service for simple address change requests. I would not recommend subscribing to Discover as a result.,negative
tired and mostly useless drivel ... this magazine has succumbed to big pharma and big industry ...,negative
Wouldn't open on my tablet - can't say much more than that,negative
"Way to many ads, not enough information or articlies that really represent anything of value.
Was once a very enjoyable magazine to read!",positive
"I'm wondering if the 5 star reviews are paid reviews. This is a useless magazine, not in anyway related to mechanics or its science. Advertisements on alternative pages.",negative
"I am frustrated that I get an online subscription with my print subscription, but I must pay for it to use it in my Kindle Fire.",positive
"Cant view on mac osx, can view on my tiny ass HTC10, disapointmented",negative
"I have been reading Popular Mechanics for years, I find their articles more varied than before and very interesting.",positive
I think this is a great magazine and well worth the subscription price!,positive
Alot of advertising,positive
a perfect read for beginners & regulars to the gym..... motivates self... creates desire to look better.... road map to a healthy lifestyle..,positive
"Good magazine for my husband mechanic, electrician, plumber, carpenter and over-all jack of all trades ! !  Thanks for the opportunity to
get it through Amazon!",positive
My favorite mag. Good price as well,positive
"Everything bad in the world can be attributed to man-made climate change.  No original thought in any of the articles, so I cancelled immediately.",negative
cancelled item,negative
Seems like this publication has gone down hill. Not noteworthy as previous years. Reviews marginal at best.,positive
Totally a rip off never got a single issue,negative
Great magazine! Glad to finally subscribe...,positive
Discover is one of m y favorite magazines and having it on Zinio so I can read it again is great.,positive
got it for my husband but he never gets around to reading it,positive
"Excellent magazine!!  Always use to research products/vehicles, etc. before purchasing!",positive
"I'm sure it is not a new review, but i will say it again. Too many advertisements, and not enough M & F advice.",positive
Not my interest,positive
They started me out with old editions.,positive
I have two Kindles and an iPad on the way and can't get an app for the magazine? I have a subscription also. Agravating! Can't even get an app for it. Why?,negative
"Used to be great, now nothing but ads and the stories are not half as compelling as they used to be.  Will not be renewing.",negative
It's $24 for magazine and doesn't include online access.  The online access is $30 and doesn't include the magazine.,negative
Great information on investing!,positive
"Subscription started right away.  Wish I had subscribed to CR sooner.  Always clipping an article every month for long term storage,",positive
This Good publication is somewhat deminished by inaccurate information.  What an awful shame that sponsor money seems to dictate opinion.,positive
You literally have to find contents from loads of advertisements.,positive
"Each issue is filled with so much information that no matter who you are, there is always SOMETHING you can use.",positive
"I find this periodical very interesting. Reading his pages I can be informed in a lot of interesting filds.
I would recommend to my friends.",positive
I purchased consumer report on Kindle through Amazon. This subscription does not include on line access or even a customer number.,negative
"My stepdad loves this magazine! I gave him a 1-year subscription years ago as a Christmas gift, and he enjoys it so much I've just renewed it every year after that.",positive
"ite's popular mechanics, just what I expecterd",positive
Not the magazine I used to love.  A waste of time and money now unfortunate it used to be really good.,negative
Difficult to deal with in this format.  Expensive!,negative
Awesome and insightful. I've already learned so much and have dropped some stock I shouldn't have had.,positive
"I look forward to it every month and so do folks that visit us.  Very comprehensive, factual and interesting products that are reviewed.",positive
was unable to get the free copy on kindle after purchesed hard copy and have it mailed to me monthy,positive
Great Magazine Now on my Kindle Fire,positive
An excellent value (at the Amazon price) for a superior technical news & features monthly publication.,positive
"Now that Smart Money doesn't print, this is the best non-technical finance magazine around-- much better than Money!!",positive
Discover magazine contains up-to-date information that the non-professional can understand and relate to. I read mine from cover to cover.,positive
I only got 1 issue.,negative
"read Popular mechanics for years, the digital layout is terrible compared to many others",negative
Our 9yr old loves this magazine. Looks for it every month,positive
Excellent magazine. Very unbiased. Reviews many brands. A must have for every one. I recommend this to family and friends.,positive
Too many ads. Just a few articles.,negative
Thought it would help me in my finances but all topics were unrelated to me,negative
A lot of advertisements.,positive
To me its not the magazine it used to be. I now quite often find it very confusing.,positive
Too esoteric,negative
"is very difficult to read these kind of documents because the reader never has an idea of all the information it brink, in spite of the index.",negative
Best writing on the planet.,positive
We renew this for him every year for Christmas.  He enjoys it and loves to dabble in the stock market.,positive
Smaller with less content,negative
"I am filing this in my Projects to Complete file,  detail in articles are easy to follow and end results very good looking.",positive
Enjoy my $4 donation AMAZON! You suckered me into buying this magazine with your Windows Phone AMAZON app and then the same app cant even open it!,negative
My fave mag along with BHG!!! Will continue to subscribe to both and love getting the online information and updates too!!!,positive
Not sure that I like the automatic renewal.,positive
Many good ideas presented in articles.  Long time reader of over ten years will continue with the magazine in the future.,positive
"Contents are just like the printed version. BUT, why more expensive than the printed (and mailed) version. Makes no sense!",positive
This magazine is weak.  Would never subscribe again.  All the articles are really vague and do not provide any actionable items.,negative
"One of my favorite magazines. There are usually several articles that make it a good purchase. It is good for families, parents and people who like to do home projects.",positive
I feel like these magazines have more advertisment than actual articles.,negative
Magazine is infomative and interesting.  Can be used to assist in investing or just keep you well informed on the bussiness world.  Very pleased with my susbsription.,positive
Too much advertising do not want this magazine!!!!!,negative
Too many advertisements.,positive
too much advertisement,positive
Love this magazine.  Been to subscribing to it for years. Amazons price is the best!,positive
This was the best price I could find on the internet.  My husband loves this magazine. He reads it cover to cover.,positive
"I received Rolling Stones instead?
This seems to be a repetitive issue with this company.",negative
I didn't recieve that product so far so I am totally dissapointed. I didn't have any problems with purchases made trought Amazon.com and this one was a disaster.,negative
I love this magazine and the fact that Amazon offers it thats even better,positive
Wife did not enjoy the magazine,negative
I can read and peruse the entire magazine in 10 minutes.  Nothing of interest and the recipe section is pathetic.,negative
They renewed the subscription after I canceled and they did not credit my account...  Make its clear of start and stop dates as they have assumptive.... renewal practices,negative
"Does not allow text only views on the Android, so it its very cumbersome to read the extremely small print.",negative
"Fun magazine to read. Has articles about gadgets (also reviews some products), cars, health, and science. Buy when on sale for an even better deal!",positive
Articles are not relevant to me as I am eighty years old and do not live in the U.S. anymore.,positive
"Always a great gift for Dad, Whether he be a grease monkey, or tech nerd he will find something in each issue that he will enjoy. I happen to be both. :)",positive
Not much in the magazine anymore,positive
Magazine has too many ads and not enough content loved it 20 years ago,negative
Great content. If you use the harbor freight coupon in the back of the magazine it pays for itself in no time.,positive
Like most publications this is filled with ads and the articles aren't as great as they once were or my memory of the old Good Housekeeping is skewed.,positive
So much info.... it boggles the mind. I enjoy each issue.,positive
Magazine was super thin. Too many ads. Not what it used to be. I canceled immediately.,negative
If you are a mechanic in mind or body you need to read this magazine. New stuff every month and insight of what is coming in the near future.,positive
This is such a great magazine. It has the best articles. There is always some very interesting article to read.,positive
If you are interested in reading about topical advances in technology in a variety of fields this magazine is the one to purchase.,positive
"I've paid, but I never see the magazine anywhere. Wasted 3,99.- for nothing. I wish I could get my money back.",negative
"I ordered a six month trial version and the very next month they made me renew for the additional year.  A bit too pushy for me, I will not do this again!",negative
"I like everything about this product specalily the price it was on sale for black friday week thankyou ,Nice and interesting articles",positive
Don'like auto renewal.  Should be able to decide on my own ifI should want to renew. Difficult to cancel subscription,negative
To many ads,negative
great magazine i have been reading it for years,positive
Terrible magazine now.  Nothing like years ago.  It was mostly advertisements.,negative
"One of my favorite magazines that was a great deal here on Amazon. I get lots of ideas for organizing, easier methods of cleaning, recipes, and crafts from Good Housekeeping.",positive
Why is this more expensive then the print version !?!? It uses no paper or mailing and frankly should be cheaper for a digital edition not double the price of the paper version!!!,negative
"RECEIVING PAPER COPY, NOT INCLUDED ON PAPERWHITE. WISH SOMEONE HAD SOMETHING ABOUT THAT ON THE DESCRIPTION. i WOULD HAVE PURCHASED THE FIRE.",positive
"Boomers are probably the leading readers of the Mag. We want info. pertaining to us. Also, reprint old jokes, we won't remember them~! lol",positive
when I started to read my 1st issue I was shocked to see all the ad's for senior related products. What a horrible mix of boring content and funny and sad advertising.,negative
"good magazine, Amazon had a great deal for a subscription",positive
Why does it take so long to receive this magazine? How can I review this service when I have not received it? Daaaa,negative
"I canceled it, was not enjoyable reading.  Prefer the old fashion paper copy.",negative
"best ever mag,",positive
The articles are well written and interesting. I love this magazine.,positive
Too many ads and products reviewed are for the products advertised primarily. Number of pages has decreased by almost half.,positive
The magazine is not downloading.,negative
Great magazine at a great price.,positive
"I went through only one issue and canceled my subscription. advertisements advertisements advertisements, and some short useless columns. I wouldn't recommend.",negative
This is a great magazine. I live that they stand behind their product reviews! I trust them.,positive
To much advertising y,negative
"Lifetime of great reading from this icon of magazines. Although they have changed with the times, the changes have been for good.",positive
I was excited to get my first issue.  but was soon dissappointed.  Here it is june and my issue is for may.  Not happy.,negative
"I find it to be a piece of all from many other magazines not very informative or catching
Or noteworthy",negative
I'm concerned that I wasn't given the opportunity to register a change of address at the same time as the extension was automatically effected.,negative
This magazine has a lot of good ideas.  Really like it.,positive
I purchased this magazine when my children were little and now I am a proud grandma and revisited this magazine which I still enjoy.  Thank you for the wonderful Family Fun ideas.,positive
I received this magazine thinking it would be fun to have things to do with my grand kids and find it boring .No imagination.,negative
"Since I haven't received the magazine yet, it is very difficult to review it at this time.  However, I can review the 6-8 week delivery time as a minus 5!",negative
I did not get all copies and some came late. Will discontinue,negative
"Rate to find a good article. This magazine is all ads. Even the ""articles"" are just selling something.",negative
"With a grandson who loves ""projects"" and games, this magazine offers  grandparents ideas for both.  We ordered subscriptions for the grandkids family and for ourselves.",positive
My favorite magazine!,positive
"a must have to mom's with children. great craft ideas, cooking with kid ideas, review of games and books. just a great magazine",positive
Enjoy it now as much as when I was a young married,positive
"Won't renew, very disappointed by all the adverts, lack of content.",negative
Perfect. $5 for a 6 month subscription? Can't beat that,positive
Ordered magazine for my son but I am receiving a copy also. I don't golf.,negative
I ordered this for my son. However both he and I are receiving the magazine. I don't golf. Waste of magazine.,positive
very hard to use since they discontinued the app last year. was great now it pretty useless.,negative
Wonderful and informative magazine that I've read for many years. This auto renewal was very easy and is also a very good bargain.,positive
"There is no better magazine than Good Housekeeping.  The stories are great, the recipes are wonderful and the articles are the best.",positive
"Cancel this subscription.
Thank you,
Gary Gronneberg",negative
Great for references & product reviews,positive
It was a gift and the receiver is so pleased.  She has her 12 yr old daughter pick out a recipe and then they make it together while teaching cooking and kitchen skills.,positive
"Of all the Pregnancy magazines I have read, this seemed to have a lot of information, good easy workouts and some healthy meals to make.",positive
"Should be ""golf"" mag, not girlie mag.  Figure out what you want to be; legit golf resource or just another cheesy mag that will do anything to sell copies.",negative
"Will not download completely. Cannot scroll. Almost useless.
However, the imbedded clips in the fragments I do have look
Like they would be great.",negative
Definetley wasn't what i was looking for. I wanted recipes .  Paid 3.99 pretty much for nothing. Wish i could have gotten my money back.,negative
"Good Housekeeping is no longer the magazine to buy.  It has too much junk in it and after the subscription expires, it won't be renewed.",positive
I enjoy and look forward to the arrival of my magazine every month.  There are so many great articles and new ideas...totally love it!,positive
I have always loved this magazine and to be able to get it delivered to my door at such a great price is awesome!,positive
Enjoy reading this magazines. It has info that I want to read about.  Would buy this magazine again.  Good articles.,positive
"Haven""t received yet. Had to buy in store! Waiting for it to come to my home, then I can comment.",negative
I haven't received my first issue yet so can't say.  When is it going to come?????????  I think I'll like it if I ever get it.,negative
"I get a lot of magazines and really don't have time to read them all--but I always find time to read my favorite magazine! It has great, timely & useful articles!",positive
"Much as I thought I would enjoy this magazine, there are just too many adverts for junk, I can hardly get myself to open it, and a few have gone straight into the trash!",positive
"It has nice content but out of 230 pages, 113 were ads. That's not even counting the smaller ones. I won't be renewing.",positive
"I was a little dissappointed in the lack of meaningful content in this magazine.  Remembering how it was in the past, it seemed to me that there were way to many ads.",positive
"Seems like every magazine is the same. Someone losing weight, a few recipes, and few product reviews. Nothing really great.",positive
Filled with  articles that are up to date in fashion and new products.  It also has great recipes.,positive
Have subscribed to this magazine for many many years. Lots of good information & great stories. Cannot go wrong with this all around womens magazine,positive
"I placed this order on 6-27-08 and today is 8-6-08 and I haven't received my first issue yet. Hopefully, I will receive it soon.",negative
This was a very easy subscription.  It came in a a timely manner and was much cheaper than anywhere else I could subscribe.,positive
I have read Guidepost for as long as I can remember. The stories are very inspirational and His Mysterious Way is my favorite.,positive
Always wonderful to read - lifts anyone up!,positive
I love Guidepost.,positive
"I personally have read Guidposts for over 25 years. I love it so much, I have given it as gifts for other people to enjoy!",positive
I wish I could give zero stars.  Horrible product.,negative
"I cannot get this book to come up in larger print.  I would like to have $1.99 credited to my account.  I am removing it from my device.
Thank you.  Helen M Smith",negative
Love the wonderful stories and thought provoking articles. I have been a reader for 3 years now. Just renewed my subscription.,positive
I have subscribed to Guipepost for years; I love the inspirational stories.  They are uplifting and encouraging.  I highly recommend.,positive
Wish they wouldnt always put skinny people on the cover show real women we are all sizes even plus size and we workout too,positive
"Way too many ads. Also, l purchased this for kindle, but it does not work on kindle for pc and my phone is too small to see the pages very well",negative
Love this magazine. So many tips and recipes for healthy living,positive
"Did not find Health magazine was the one for me. I tried it for 30 days, however, I will. Not purchase it.",positive
Always a good easy read w great topics,positive
"I already received my first issue, love this magazine!",positive
"Wow,  these magazines have shrunk down to one forth their size and half of that is advertisements.",negative
The title is misleading. This magazine is all about fitness and dieting. There is very lillittle  little here,positive
"I really like it.  It is simaler to Dr. Oz's The Good Life, so I going with it this year.",negative
It is not a good choice for the kindle fire. The print is too small even on the largest font.,positive
Cannot see the small print on my Kindle.  Content aimed at much younger audience.,negative
"Love this magazine!  I have been a subscriber for a number of years.  It has lots of good information concerning nutrition, health and exercise.",positive
"I wasn't real impressed with this magazine, nothing major, just didn't pull me in enough to be excited about it when it arrived.",positive
A great magazine that I have subscribed to for years at a terrific price. Lots of great articles and information.,positive
It's garbage. Full of adverts/commercials. Just a few health talk or discussion. This is not the Health magazine or journal of those days.,negative
I love Health magazine.  It provides so much information on a wide range of health topics.  I can't do without it!,positive
I have yet to receive this mag but the check cleared the next day.  Prolly takes a while... a loooong while.,negative
I bought this for my 17 year old son who loves salt water fishing. The photos and articles are excellent!,positive
